ID,Согласие,Приоритет,Балл_Физика/ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
1,0,4,64,93,68,0,225
2,0,4,67,95,71,0,233
3,0,2,73,95,87,1,256
4,0,2,58,92,78,3,231
5,0,1,67,73,73,0,213
6,0,2,88,60,76,1,225
7,0,2,44,95,84,10,233
8,0,1,42,55,85,10,192
9,0,2,57,63,53,5,178
10,0,3,60,99,66,0,225
11,0,2,88,98,70,5,261
12,0,1,94,77,93,1,265
13,0,3,71,57,65,0,193
14,0,2,68,93,63,1,225
15,0,3,64,85,69,1,219
16,0,3,67,76,98,2,243
17,0,1,68,97,86,0,251
18,0,2,53,77,67,0,197
24,0,2,62,72,88,2,224
25,0,2,57,91,83,0,231
26,0,1,72,99,58,5,234
27,0,1,45,84,48,1,178
28,0,2,90,78,90,10,268
29,0,1,77,67,95,0,239
30,0,2,74,100,78,0,252
31,0,2,77,56,85,0,218
32,0,1,70,59,71,1,201
33,0,1,70,90,72,5,237
34,0,1,70,92,89,0,251
35,0,1,100,97,72,1,270
36,0,2,61,76,100,1,238
37,0,2,78,90,62,5,235
38,0,1,68,86,47,1,202
39,0,2,65,77,83,0,225
40,0,2,81,68,75,5,229
41,0,1,100,78,78,3,259
42,0,2,65,89,88,0,242
43,0,1,71,95,58,0,224
44,0,1,68,91,51,0,210
45,0,2,67,76,48,0,191
83,0,1,75,100,49,1,225
84,0,1,48,64,100,1,213
85,0,2,84,73,86,0,243
86,0,2,83,77,52,5,217
87,0,2,65,55,73,0,193
88,0,2,44,98,84,0,226
89,0,2,70,98,93,1,262
90,0,1,50,90,78,1,219
91,0,2,64,98,76,1,239
92,0,2,74,61,47,3,185
93,0,2,99,81,67,1,248
94,0,2,88,61,89,3,241
95,0,2,59,59,84,0,202
96,0,2,77,81,55,0,213
97,0,2,59,86,72,1,218
98,0,2,79,72,64,5,220
99,0,1,48,65,73,2,188
100,0,1,73,73,78,0,224
101,0,1,86,69,73,2,230
102,0,2,71,73,89,1,234
103,0,1,47,93,88,2,230
104,0,1,79,96,76,1,252
105,0,2,79,80,46,2,207
106,0,2,80,88,72,2,242
107,0,1,91,52,80,0,223
108,0,2,73,69,83,0,225
109,0,2,63,61,75,3,202
110,0,2,63,50,76,0,189
111,0,2,90,99,67,3,259
112,0,1,59,69,73,3,204
113,0,1,78,77,93,3,251
114,0,1,45,98,97,5,245
115,0,2,66,66,80,0,212
116,0,1,52,52,48,0,152
117,0,1,76,71,83,1,231
118,0,2,47,63,60,2,172
119,0,2,44,78,47,2,171
120,0,1,76,79,89,2,246
121,0,1,62,98,60,3,223
122,0,2,41,96,78,0,215
123,0,1,82,92,78,10,262
141,0,1,62,86,88,3,239
142,0,1,72,88,68,3,231
143,0,1,48,96,91,0,235
144,0,1,56,96,80,2,234
145,0,1,50,80,93,0,223
146,0,1,72,95,66,10,243
147,0,1,79,86,88,0,253
148,0,1,58,84,94,5,241
149,0,1,41,86,80,2,209
150,0,1,69,79,54,3,205
151,0,1,76,80,100,3,259
152,0,1,44,82,89,0,215
153,0,1,57,68,61,0,186
154,0,1,76,99,96,5,276
155,0,1,67,72,97,5,241
156,0,1,86,51,54,2,193
157,0,1,95,98,49,3,245
158,0,1,66,96,72,2,236
159,0,1,74,93,60,0,227
